Job_Title,Company,Date_Posted,Salary_USD,Location_City,Location_Country,Work_Type,Experience_Level,Primary_Skill,Secondary_Skill,Remote_Allowed
Prompt Engineer,OpenAI Systems,2024-05-21,156969,London,UK,Hybrid,Senior,NLP,TensorFlow,True
AI Research Scientist,TechNova,2025-01-29,111671,London,UK,Onsite,Mid,RAG,Azure AI,False
NLP Engineer,BotWorks,2023-05-16,129002,Berlin,Germany,Onsite,Senior,RAG,Azure AI,False
Prompt Engineer,DeepMind,2024-05-01,210497,San Francisco,USA,Hybrid,Senior,NLP,Python,True
Chief AI Officer,TechNova,2023-05-30,135703,London,UK,Hybrid,Senior,TensorFlow,RAG,True
AI Ethicist,GlobalTrust,2023-02-21,88740,Bangalore,India,Remote,Senior,LLM Fine-tuning,Python,True
NLP Engineer,BotWorks,2025-04-24,170829,Bangalore,India,Hybrid,Executive,MLOps,Azure AI,True
Chief AI Officer,OpenAI Systems,2023-12-08,73727,Bangalore,India,Remote,Senior,SQL,NLP,True
Chief AI Officer,OpenAI Systems,2023-02-27,166807,Berlin,Germany,Hybrid,Lead,Transformers,TensorFlow,True
AI Research Scientist,BotWorks,2025-10-15,132464,Berlin,Germany,Onsite,Senior,RAG,LLM Fine-tuning,False
GenAI Specialist,GlobalTrust,2023-01-04,145223,Berlin,Germany,Hybrid,Senior,Python,SQL,True
GenAI Specialist,GlobalTrust,2025-10-13,301095,Berlin,Germany,Onsite,Executive,NLP,Python,False
AI Ethicist,NeuralFlow,2023-02-16,141148,Berlin,Germany,Hybrid,Senior,RAG,Transformers,True
ML Engineer,GlobalTrust,2023-11-02,187878,London,UK,Hybrid,Lead,SQL,Azure AI,True
Chief AI Officer,SaaSify,2023-03-09,148659,London,UK,Onsite,Senior,Python,NLP,False
NLP Engineer,DeepMind,2023-02-07,154500,San Francisco,USA,Hybrid,Mid,LLM Fine-tuning,SQL,True
NLP Engineer,SaaSify,2023-09-20,76301,Bangalore,India,Remote,Senior,LLM Fine-tuning,TensorFlow,True
Prompt Engineer,OpenAI Systems,2025-02-16,106229,Bangalore,India,Hybrid,Lead,TensorFlow,Transformers,True
AI Ethicist,OpenAI Systems,2023-09-06,112257,Toronto,Canada,Hybrid,Mid,LLM Fine-tuning,Azure AI,True
Prompt Engineer,DeepMind,2024-09-17,109025,Berlin,Germany,Hybrid,Mid,NLP,Python,True
GenAI Specialist,NeuralFlow,2024-08-30,387448,San Francisco,USA,Hybrid,Executive,MLOps,LLM Fine-tuning,True
NLP Engineer,BotWorks,2025-05-14,111153,London,UK,Onsite,Mid,NLP,Transformers,False
AI Research Scientist,OpenAI Systems,2025-04-30,75893,Bangalore,India,Remote,Senior,Python,NLP,True
Data Scientist,GlobalTrust,2024-01-23,104205,Toronto,Canada,Onsite,Mid,TensorFlow,LLM Fine-tuning,False
Chief AI Officer,OpenAI Systems,2024-04-11,326674,London,UK,Onsite,Executive,RAG,Transformers,False
GenAI Specialist,GlobalTrust,2023-02-27,133573,Toronto,Canada,Onsite,Senior,Transformers,SQL,False
Prompt Engineer,BotWorks,2024-02-29,176513,Berlin,Germany,Remote,Lead,Transformers,LLM Fine-tuning,True
GenAI Specialist,GlobalTrust,2024-07-21,118112,London,UK,Hybrid,Mid,LLM Fine-tuning,SQL,True
Chief AI Officer,GlobalTrust,2023-02-01,93156,London,UK,Hybrid,Junior,Azure AI,MLOps,True
Chief AI Officer,BotWorks,2023-01-30,94758,Toronto,Canada,Onsite,Mid,Transformers,MLOps,False
Data Scientist,DeepMind,2024-09-27,161863,San Francisco,USA,Onsite,Mid,SQL,Python,False
Data Scientist,NeuralFlow,2025-12-28,83044,Berlin,Germany,Remote,Junior,SQL,Azure AI,True
GenAI Specialist,SaaSify,2025-10-23,109283,San Francisco,USA,Remote,Junior,NLP,MLOps,True
ML Engineer,DeepMind,2024-03-25,209420,London,UK,Remote,Lead,SQL,Transformers,True
GenAI Specialist,SaaSify,2025-08-14,182860,Toronto,Canada,Hybrid,Lead,MLOps,LLM Fine-tuning,True
AI Ethicist,DeepMind,2024-01-10,155461,London,UK,Hybrid,Senior,RAG,NLP,True
Data Scientist,DeepMind,2024-08-09,196172,San Francisco,USA,Hybrid,Senior,TensorFlow,Python,True
Data Scientist,TechNova,2024-05-09,100430,Berlin,Germany,Remote,Mid,MLOps,Transformers,True
Chief AI Officer,BotWorks,2023-11-01,156716,San Francisco,USA,Onsite,Mid,Transformers,RAG,False
AI Research Scientist,NeuralFlow,2025-01-03,120370,San Francisco,USA,Remote,Junior,RAG,Python,True
NLP Engineer,NeuralFlow,2025-03-23,102566,Toronto,Canada,Hybrid,Mid,RAG,TensorFlow,True
NLP Engineer,GlobalTrust,2023-02-10,115744,Bangalore,India,Hybrid,Lead,Transformers,Azure AI,True
NLP Engineer,GlobalTrust,2024-01-09,79677,Toronto,Canada,Onsite,Junior,Transformers,SQL,False
Prompt Engineer,NeuralFlow,2025-01-26,74262,Toronto,Canada,Hybrid,Junior,Transformers,Python,True
GenAI Specialist,GlobalTrust,2025-01-30,97176,Toronto,Canada,Remote,Mid,MLOps,RAG,True
Chief AI Officer,NeuralFlow,2025-01-25,80955,Bangalore,India,Hybrid,Senior,Transformers,LLM Fine-tuning,True
Prompt Engineer,SaaSify,2025-05-25,80823,Toronto,Canada,Hybrid,Junior,Azure AI,TensorFlow,True
Prompt Engineer,NeuralFlow,2025-04-26,114788,London,UK,Hybrid,Mid,TensorFlow,LLM Fine-tuning,True
AI Research Scientist,GlobalTrust,2023-06-30,97047,Bangalore,India,Hybrid,Lead,Python,Azure AI,True
Chief AI Officer,DeepMind,2023-03-14,313312,London,UK,Onsite,Executive,TensorFlow,Transformers,False
AI Research Scientist,DeepMind,2023-05-11,189822,Berlin,Germany,Remote,Lead,LLM Fine-tuning,NLP,True
NLP Engineer,NeuralFlow,2025-08-12,112269,Bangalore,India,Hybrid,Lead,Python,LLM Fine-tuning,True
AI Research Scientist,DeepMind,2023-07-06,93621,Berlin,Germany,Remote,Mid,Python,MLOps,True
Data Scientist,OpenAI Systems,2024-01-05,138805,Berlin,Germany,Onsite,Senior,Transformers,TensorFlow,False
AI Ethicist,NeuralFlow,2024-09-26,167606,San Francisco,USA,Remote,Mid,TensorFlow,MLOps,True
NLP Engineer,SaaSify,2025-07-10,80584,Bangalore,India,Remote,Senior,MLOps,SQL,True
Prompt Engineer,NeuralFlow,2025-04-26,57945,Bangalore,India,Remote,Mid,SQL,RAG,True
AI Research Scientist,DeepMind,2025-10-16,155145,London,UK,Remote,Senior,LLM Fine-tuning,SQL,True
GenAI Specialist,DeepMind,2023-04-13,77666,Berlin,Germany,Onsite,Junior,Transformers,RAG,False
NLP Engineer,TechNova,2025-03-25,158270,London,UK,Onsite,Senior,NLP,Azure AI,False
ML Engineer,OpenAI Systems,2024-05-26,206211,San Francisco,USA,Remote,Senior,Transformers,SQL,True
GenAI Specialist,SaaSify,2023-01-22,119390,San Francisco,USA,Remote,Junior,MLOps,NLP,True
NLP Engineer,OpenAI Systems,2025-03-21,87770,Bangalore,India,Onsite,Senior,RAG,Azure AI,False
AI Research Scientist,SaaSify,2023-09-26,110456,London,UK,Remote,Mid,Transformers,TensorFlow,True
AI Research Scientist,GlobalTrust,2025-04-26,62841,Bangalore,India,Hybrid,Mid,RAG,NLP,True
AI Research Scientist,GlobalTrust,2025-08-20,62261,Bangalore,India,Hybrid,Mid,Azure AI,TensorFlow,True
Chief AI Officer,NeuralFlow,2025-06-23,46534,Bangalore,India,Remote,Junior,NLP,MLOps,True
Prompt Engineer,GlobalTrust,2024-03-28,108946,Berlin,Germany,Hybrid,Mid,Transformers,SQL,True
Prompt Engineer,GlobalTrust,2025-10-26,79448,Bangalore,India,Remote,Senior,Transformers,NLP,True
Prompt Engineer,TechNova,2023-01-29,147950,Berlin,Germany,Hybrid,Senior,LLM Fine-tuning,Azure AI,True
NLP Engineer,NeuralFlow,2025-06-15,76852,Bangalore,India,Hybrid,Senior,LLM Fine-tuning,Azure AI,True
Chief AI Officer,DeepMind,2025-02-15,155882,San Francisco,USA,Hybrid,Mid,NLP,Python,True
Chief AI Officer,TechNova,2025-08-13,125953,Berlin,Germany,Onsite,Senior,Python,MLOps,False
NLP Engineer,NeuralFlow,2023-02-19,208300,San Francisco,USA,Remote,Senior,Python,RAG,True
ML Engineer,DeepMind,2024-06-08,99899,Berlin,Germany,Hybrid,Mid,Python,Azure AI,True
Chief AI Officer,BotWorks,2023-12-11,82645,Bangalore,India,Hybrid,Senior,RAG,Python,True
Prompt Engineer,TechNova,2024-11-14,113592,London,UK,Onsite,Mid,LLM Fine-tuning,TensorFlow,False
Prompt Engineer,NeuralFlow,2023-02-20,187953,Berlin,Germany,Hybrid,Lead,TensorFlow,MLOps,True
GenAI Specialist,SaaSify,2025-04-18,88538,London,UK,Remote,Junior,SQL,Transformers,True
Chief AI Officer,BotWorks,2024-11-01,106801,Bangalore,India,Remote,Lead,Python,Azure AI,True
Data Scientist,NeuralFlow,2025-11-03,125649,London,UK,Remote,Mid,LLM Fine-tuning,Azure AI,True
ML Engineer,DeepMind,2025-02-26,107724,Berlin,Germany,Hybrid,Mid,RAG,NLP,True
NLP Engineer,DeepMind,2025-01-20,96825,Berlin,Germany,Hybrid,Mid,TensorFlow,Transformers,True
NLP Engineer,NeuralFlow,2025-07-29,87838,Bangalore,India,Hybrid,Senior,SQL,Azure AI,True
GenAI Specialist,DeepMind,2025-07-16,130016,San Francisco,USA,Remote,Junior,MLOps,Transformers,True
Chief AI Officer,DeepMind,2025-06-25,125131,Toronto,Canada,Remote,Senior,LLM Fine-tuning,TensorFlow,True
Chief AI Officer,BotWorks,2023-10-26,86774,Bangalore,India,Onsite,Senior,RAG,Python,False
AI Research Scientist,BotWorks,2024-04-17,61209,Bangalore,India,Hybrid,Mid,LLM Fine-tuning,Transformers,True
Data Scientist,SaaSify,2025-08-14,173185,Bangalore,India,Onsite,Executive,TensorFlow,RAG,False
AI Research Scientist,SaaSify,2024-06-15,108713,Berlin,Germany,Onsite,Mid,NLP,RAG,False
AI Ethicist,DeepMind,2024-10-25,82949,Toronto,Canada,Hybrid,Junior,MLOps,Transformers,True
AI Ethicist,OpenAI Systems,2023-08-27,48753,Bangalore,India,Hybrid,Junior,TensorFlow,NLP,True
NLP Engineer,NeuralFlow,2023-10-20,44888,Bangalore,India,Onsite,Junior,Python,NLP,False
GenAI Specialist,SaaSify,2024-07-24,102507,Toronto,Canada,Hybrid,Mid,MLOps,LLM Fine-tuning,True
Prompt Engineer,DeepMind,2024-01-26,154484,San Francisco,USA,Remote,Mid,NLP,LLM Fine-tuning,True
Prompt Engineer,GlobalTrust,2023-05-17,59505,Bangalore,India,Hybrid,Mid,LLM Fine-tuning,NLP,True
Chief AI Officer,GlobalTrust,2025-09-07,194262,London,UK,Hybrid,Lead,RAG,NLP,True
AI Ethicist,DeepMind,2023-12-02,103249,Toronto,Canada,Remote,Mid,Azure AI,TensorFlow,True
AI Research Scientist,GlobalTrust,2024-07-26,59474,Bangalore,India,Hybrid,Mid,MLOps,Python,True
AI Ethicist,SaaSify,2024-05-17,68595,Bangalore,India,Hybrid,Mid,SQL,Transformers,True
AI Research Scientist,DeepMind,2023-09-17,64928,Bangalore,India,Hybrid,Mid,SQL,Python,True
ML Engineer,SaaSify,2023-02-16,68181,Bangalore,India,Hybrid,Mid,NLP,MLOps,True
ML Engineer,GlobalTrust,2024-05-03,125018,London,UK,Hybrid,Mid,Transformers,Azure AI,True
ML Engineer,DeepMind,2025-02-06,107216,London,UK,Hybrid,Mid,NLP,TensorFlow,True
GenAI Specialist,DeepMind,2025-02-05,94804,Toronto,Canada,Hybrid,Mid,RAG,MLOps,True
NLP Engineer,OpenAI Systems,2025-10-24,86299,Toronto,Canada,Remote,Junior,LLM Fine-tuning,SQL,True
AI Research Scientist,DeepMind,2025-10-07,143789,San Francisco,USA,Remote,Mid,MLOps,Transformers,True
AI Research Scientist,BotWorks,2025-02-11,292705,Toronto,Canada,Hybrid,Executive,Python,LLM Fine-tuning,True
Data Scientist,DeepMind,2024-10-10,139791,Toronto,Canada,Remote,Senior,Azure AI,MLOps,True
Prompt Engineer,DeepMind,2024-05-05,105388,Toronto,Canada,Remote,Mid,NLP,Transformers,True
Chief AI Officer,TechNova,2024-02-13,117020,London,UK,Onsite,Mid,SQL,LLM Fine-tuning,False
Data Scientist,BotWorks,2024-09-02,85303,Bangalore,India,Hybrid,Senior,LLM Fine-tuning,SQL,True
Prompt Engineer,TechNova,2024-05-24,110028,London,UK,Hybrid,Mid,Transformers,Azure AI,True
GenAI Specialist,SaaSify,2024-02-09,106361,Bangalore,India,Remote,Lead,MLOps,Transformers,True
Chief AI Officer,GlobalTrust,2024-07-30,101067,Toronto,Canada,Onsite,Mid,NLP,LLM Fine-tuning,False
NLP Engineer,NeuralFlow,2025-07-19,105768,London,UK,Remote,Mid,LLM Fine-tuning,Azure AI,True
NLP Engineer,NeuralFlow,2024-08-04,159473,Berlin,Germany,Hybrid,Lead,SQL,Transformers,True
AI Ethicist,OpenAI Systems,2023-08-05,174374,Toronto,Canada,Hybrid,Lead,LLM Fine-tuning,SQL,True
Data Scientist,SaaSify,2023-02-25,147476,Berlin,Germany,Hybrid,Senior,RAG,MLOps,True
Data Scientist,TechNova,2025-02-12,120834,London,UK,Onsite,Mid,Azure AI,RAG,False
Chief AI Officer,GlobalTrust,2025-02-22,195819,San Francisco,USA,Onsite,Senior,MLOps,LLM Fine-tuning,False
AI Ethicist,BotWorks,2023-09-26,123377,San Francisco,USA,Hybrid,Junior,LLM Fine-tuning,NLP,True
ML Engineer,GlobalTrust,2024-06-25,121568,San Francisco,USA,Remote,Junior,Azure AI,SQL,True
ML Engineer,SaaSify,2023-01-18,155097,San Francisco,USA,Onsite,Mid,TensorFlow,LLM Fine-tuning,False
AI Research Scientist,BotWorks,2025-03-11,180187,Berlin,Germany,Remote,Lead,Azure AI,RAG,True
AI Research Scientist,BotWorks,2024-10-07,153727,London,UK,Remote,Senior,MLOps,Python,True
ML Engineer,TechNova,2025-10-18,195862,London,UK,Hybrid,Lead,MLOps,Python,True
AI Research Scientist,SaaSify,2025-09-29,109059,Toronto,Canada,Remote,Mid,LLM Fine-tuning,MLOps,True
AI Research Scientist,OpenAI Systems,2025-09-06,100067,Berlin,Germany,Hybrid,Mid,TensorFlow,Python,True
AI Ethicist,GlobalTrust,2023-10-03,99166,Toronto,Canada,Hybrid,Mid,SQL,MLOps,True
Prompt Engineer,OpenAI Systems,2024-01-18,133463,Berlin,Germany,Remote,Senior,Transformers,MLOps,True
ML Engineer,GlobalTrust,2023-09-14,128356,Berlin,Germany,Onsite,Senior,Python,LLM Fine-tuning,False
AI Research Scientist,DeepMind,2023-06-28,68401,Bangalore,India,Hybrid,Mid,TensorFlow,LLM Fine-tuning,True
Chief AI Officer,OpenAI Systems,2024-02-18,142143,London,UK,Hybrid,Senior,RAG,TensorFlow,True
AI Ethicist,SaaSify,2025-01-15,82283,Berlin,Germany,Hybrid,Junior,NLP,MLOps,True
GenAI Specialist,BotWorks,2023-01-16,120763,London,UK,Hybrid,Mid,TensorFlow,MLOps,True
Chief AI Officer,NeuralFlow,2023-08-22,143730,Toronto,Canada,Hybrid,Senior,Python,Azure AI,True
Prompt Engineer,OpenAI Systems,2023-11-07,74802,Bangalore,India,Hybrid,Senior,RAG,Python,True
Prompt Engineer,GlobalTrust,2025-06-14,74832,Bangalore,India,Onsite,Senior,RAG,LLM Fine-tuning,False
AI Research Scientist,BotWorks,2025-10-16,113044,San Francisco,USA,Remote,Junior,SQL,RAG,True
Chief AI Officer,TechNova,2024-08-26,64741,Bangalore,India,Hybrid,Mid,Transformers,LLM Fine-tuning,True
NLP Engineer,OpenAI Systems,2025-06-04,94820,London,UK,Onsite,Junior,Python,Transformers,False
AI Ethicist,DeepMind,2024-12-05,196856,San Francisco,USA,Remote,Senior,MLOps,LLM Fine-tuning,True
Data Scientist,OpenAI Systems,2024-09-14,52024,Bangalore,India,Remote,Junior,MLOps,SQL,True
ML Engineer,DeepMind,2023-05-24,100592,Toronto,Canada,Hybrid,Mid,SQL,Azure AI,True
GenAI Specialist,DeepMind,2023-03-26,190785,London,UK,Onsite,Lead,LLM Fine-tuning,NLP,False
Chief AI Officer,OpenAI Systems,2025-08-30,104916,London,UK,Onsite,Mid,Transformers,Python,False
ML Engineer,OpenAI Systems,2024-01-02,96432,Toronto,Canada,Onsite,Mid,Python,LLM Fine-tuning,False
ML Engineer,DeepMind,2024-01-04,307218,Berlin,Germany,Remote,Executive,NLP,Python,True
Prompt Engineer,OpenAI Systems,2023-03-29,100899,Toronto,Canada,Hybrid,Mid,SQL,Azure AI,True
Chief AI Officer,DeepMind,2023-11-18,162399,Toronto,Canada,Remote,Lead,RAG,SQL,True
GenAI Specialist,DeepMind,2024-01-18,138556,Berlin,Germany,Hybrid,Senior,MLOps,SQL,True
AI Ethicist,SaaSify,2025-02-19,147054,Toronto,Canada,Onsite,Senior,RAG,TensorFlow,False
GenAI Specialist,NeuralFlow,2025-07-09,103362,Berlin,Germany,Remote,Mid,Transformers,RAG,True
Data Scientist,SaaSify,2023-08-13,137109,Berlin,Germany,Onsite,Senior,TensorFlow,Python,False
AI Research Scientist,OpenAI Systems,2024-07-27,129212,San Francisco,USA,Hybrid,Junior,MLOps,TensorFlow,True
ML Engineer,DeepMind,2023-08-14,46424,Bangalore,India,Hybrid,Junior,SQL,Azure AI,True
Data Scientist,NeuralFlow,2025-02-18,166221,San Francisco,USA,Remote,Mid,MLOps,LLM Fine-tuning,True
AI Ethicist,NeuralFlow,2025-09-22,108586,Toronto,Canada,Onsite,Mid,SQL,LLM Fine-tuning,False
Chief AI Officer,SaaSify,2023-07-03,188652,San Francisco,USA,Remote,Senior,MLOps,SQL,True
ML Engineer,GlobalTrust,2024-11-01,130981,San Francisco,USA,Remote,Junior,LLM Fine-tuning,Azure AI,True
GenAI Specialist,DeepMind,2024-01-02,195940,San Francisco,USA,Hybrid,Senior,SQL,RAG,True
Chief AI Officer,DeepMind,2025-01-27,201067,San Francisco,USA,Hybrid,Senior,Python,Azure AI,True
NLP Engineer,NeuralFlow,2025-09-17,61594,Bangalore,India,Hybrid,Mid,TensorFlow,Transformers,True
AI Ethicist,TechNova,2023-07-23,64419,Bangalore,India,Remote,Mid,Azure AI,LLM Fine-tuning,True
NLP Engineer,SaaSify,2024-11-03,115542,San Francisco,USA,Onsite,Junior,Transformers,TensorFlow,False
NLP Engineer,SaaSify,2023-11-06,74797,Bangalore,India,Hybrid,Senior,TensorFlow,Python,True
AI Ethicist,OpenAI Systems,2023-11-11,158000,London,UK,Hybrid,Senior,Azure AI,NLP,True
Data Scientist,OpenAI Systems,2024-02-07,77875,Bangalore,India,Hybrid,Senior,SQL,Transformers,True
AI Ethicist,GlobalTrust,2023-02-09,110091,London,UK,Hybrid,Mid,RAG,Python,True
AI Research Scientist,GlobalTrust,2024-01-24,157712,San Francisco,USA,Onsite,Mid,MLOps,SQL,False
Data Scientist,SaaSify,2023-07-19,129265,Berlin,Germany,Hybrid,Senior,RAG,TensorFlow,True
AI Ethicist,TechNova,2023-10-04,75112,Bangalore,India,Remote,Senior,RAG,Azure AI,True
Prompt Engineer,TechNova,2024-02-05,112469,Bangalore,India,Remote,Lead,SQL,NLP,True
Chief AI Officer,DeepMind,2023-03-30,300312,Toronto,Canada,Remote,Executive,MLOps,NLP,True
AI Research Scientist,SaaSify,2024-09-13,110347,London,UK,Hybrid,Mid,Python,Azure AI,True
Chief AI Officer,GlobalTrust,2024-04-26,179789,Toronto,Canada,Remote,Lead,TensorFlow,SQL,True
Data Scientist,GlobalTrust,2023-01-14,88539,Bangalore,India,Onsite,Senior,Python,Azure AI,False
ML Engineer,SaaSify,2024-04-02,104774,Toronto,Canada,Remote,Mid,TensorFlow,Azure AI,True
GenAI Specialist,NeuralFlow,2024-03-31,124546,London,UK,Hybrid,Mid,NLP,SQL,True
Chief AI Officer,BotWorks,2024-06-27,78931,Bangalore,India,Hybrid,Senior,Transformers,TensorFlow,True
ML Engineer,NeuralFlow,2024-01-16,117187,London,UK,Hybrid,Mid,Azure AI,Transformers,True
Prompt Engineer,GlobalTrust,2024-01-05,101887,Toronto,Canada,Hybrid,Mid,LLM Fine-tuning,TensorFlow,True
Prompt Engineer,BotWorks,2023-10-30,80658,Bangalore,India,Onsite,Senior,TensorFlow,Python,False
AI Ethicist,OpenAI Systems,2023-10-09,46113,Bangalore,India,Onsite,Junior,SQL,Python,False
Data Scientist,NeuralFlow,2024-10-06,107241,Berlin,Germany,Onsite,Mid,Azure AI,RAG,False
AI Research Scientist,DeepMind,2024-09-30,102380,Toronto,Canada,Hybrid,Mid,Python,Transformers,True
Chief AI Officer,BotWorks,2025-07-19,148706,San Francisco,USA,Hybrid,Mid,LLM Fine-tuning,SQL,True
AI Ethicist,BotWorks,2023-09-16,62534,Bangalore,India,Hybrid,Mid,MLOps,Azure AI,True
Chief AI Officer,GlobalTrust,2024-03-30,151664,San Francisco,USA,Hybrid,Mid,LLM Fine-tuning,RAG,True
Chief AI Officer,SaaSify,2024-08-13,83988,Bangalore,India,Hybrid,Senior,MLOps,TensorFlow,True
AI Research Scientist,DeepMind,2025-01-18,141967,Berlin,Germany,Onsite,Senior,Transformers,Azure AI,False
AI Research Scientist,NeuralFlow,2024-03-23,160714,San Francisco,USA,Hybrid,Mid,MLOps,Python,True
GenAI Specialist,NeuralFlow,2024-10-16,121840,London,UK,Onsite,Mid,RAG,LLM Fine-tuning,False
NLP Engineer,OpenAI Systems,2023-06-11,118537,London,UK,Hybrid,Mid,Azure AI,Python,True
NLP Engineer,NeuralFlow,2025-09-26,67679,Bangalore,India,Hybrid,Mid,SQL,Transformers,True
Prompt Engineer,DeepMind,2025-12-02,142409,London,UK,Hybrid,Senior,Python,SQL,True
NLP Engineer,GlobalTrust,2024-06-27,97981,Bangalore,India,Hybrid,Lead,TensorFlow,SQL,True
ML Engineer,SaaSify,2025-06-05,141007,London,UK,Onsite,Senior,Azure AI,Python,False
AI Ethicist,TechNova,2025-04-19,108195,Berlin,Germany,Remote,Mid,MLOps,LLM Fine-tuning,True
Prompt Engineer,TechNova,2024-06-09,141240,Berlin,Germany,Onsite,Senior,SQL,TensorFlow,False
Chief AI Officer,BotWorks,2025-02-01,95289,Berlin,Germany,Onsite,Mid,RAG,Python,False
AI Ethicist,GlobalTrust,2023-01-01,101437,Berlin,Germany,Onsite,Mid,MLOps,Transformers,False
Chief AI Officer,SaaSify,2024-05-26,126923,Toronto,Canada,Hybrid,Senior,Azure AI,RAG,True
Prompt Engineer,DeepMind,2023-08-02,58487,Bangalore,India,Remote,Mid,Transformers,Azure AI,True
ML Engineer,BotWorks,2024-11-21,110205,London,UK,Hybrid,Mid,Azure AI,MLOps,True
Prompt Engineer,NeuralFlow,2023-09-20,134087,Toronto,Canada,Remote,Senior,MLOps,LLM Fine-tuning,True
NLP Engineer,GlobalTrust,2025-09-12,87174,Bangalore,India,Hybrid,Senior,Azure AI,Python,True
GenAI Specialist,OpenAI Systems,2025-02-13,138022,Toronto,Canada,Remote,Senior,NLP,Transformers,True
Prompt Engineer,NeuralFlow,2025-12-22,320800,London,UK,Hybrid,Executive,MLOps,SQL,True
AI Research Scientist,DeepMind,2025-02-13,197007,San Francisco,USA,Onsite,Senior,Transformers,MLOps,False
Chief AI Officer,DeepMind,2023-01-18,86307,London,UK,Onsite,Junior,Transformers,LLM Fine-tuning,False
AI Research Scientist,OpenAI Systems,2024-03-20,216100,San Francisco,USA,Hybrid,Senior,MLOps,Azure AI,True
Data Scientist,SaaSify,2024-07-16,161822,Bangalore,India,Hybrid,Executive,SQL,RAG,True
Chief AI Officer,OpenAI Systems,2025-02-01,162666,San Francisco,USA,Hybrid,Mid,TensorFlow,Azure AI,True
NLP Engineer,SaaSify,2024-06-19,111007,Toronto,Canada,Remote,Mid,TensorFlow,Python,True
ML Engineer,SaaSify,2025-04-15,80531,Toronto,Canada,Onsite,Junior,TensorFlow,LLM Fine-tuning,False
AI Ethicist,SaaSify,2023-11-29,84109,Berlin,Germany,Hybrid,Junior,TensorFlow,Transformers,True
GenAI Specialist,SaaSify,2024-09-10,61585,Bangalore,India,Hybrid,Mid,Python,RAG,True
Prompt Engineer,NeuralFlow,2024-02-14,151553,London,UK,Remote,Senior,TensorFlow,MLOps,True
AI Research Scientist,BotWorks,2024-05-30,83820,Toronto,Canada,Hybrid,Junior,MLOps,TensorFlow,True
ML Engineer,BotWorks,2023-05-06,62352,Bangalore,India,Remote,Mid,MLOps,TensorFlow,True
Prompt Engineer,TechNova,2025-02-05,127750,San Francisco,USA,Hybrid,Junior,MLOps,LLM Fine-tuning,True
AI Ethicist,NeuralFlow,2023-10-17,99381,Bangalore,India,Hybrid,Lead,Python,SQL,True
NLP Engineer,BotWorks,2023-03-05,99535,Berlin,Germany,Onsite,Mid,Transformers,SQL,False
GenAI Specialist,NeuralFlow,2023-05-13,124719,Berlin,Germany,Hybrid,Senior,Python,LLM Fine-tuning,True
GenAI Specialist,NeuralFlow,2025-01-09,79002,Bangalore,India,Hybrid,Senior,MLOps,RAG,True
GenAI Specialist,DeepMind,2025-01-13,123032,San Francisco,USA,Remote,Junior,Transformers,SQL,True
Data Scientist,NeuralFlow,2023-03-06,96458,Toronto,Canada,Hybrid,Mid,RAG,LLM Fine-tuning,True
Chief AI Officer,BotWorks,2023-02-16,114160,Berlin,Germany,Onsite,Mid,NLP,LLM Fine-tuning,False
Chief AI Officer,GlobalTrust,2025-05-31,224125,San Francisco,USA,Hybrid,Senior,SQL,Transformers,True
Prompt Engineer,TechNova,2025-03-06,124249,London,UK,Remote,Mid,Azure AI,SQL,True
GenAI Specialist,DeepMind,2023-04-23,110190,Berlin,Germany,Hybrid,Mid,MLOps,Transformers,True
AI Ethicist,DeepMind,2024-12-19,160982,San Francisco,USA,Hybrid,Mid,SQL,TensorFlow,True
Data Scientist,SaaSify,2025-01-06,125457,Toronto,Canada,Hybrid,Senior,Python,MLOps,True
AI Ethicist,TechNova,2023-07-19,79107,Berlin,Germany,Remote,Junior,NLP,Azure AI,True
Chief AI Officer,BotWorks,2023-08-19,148333,Berlin,Germany,Remote,Senior,RAG,Azure AI,True
Chief AI Officer,SaaSify,2025-03-17,166690,San Francisco,USA,Hybrid,Mid,Transformers,RAG,True
NLP Engineer,BotWorks,2023-03-12,113121,London,UK,Hybrid,Mid,Azure AI,TensorFlow,True
Chief AI Officer,TechNova,2023-02-02,218281,San Francisco,USA,Remote,Senior,SQL,TensorFlow,True
AI Research Scientist,DeepMind,2023-07-26,243899,San Francisco,USA,Onsite,Lead,NLP,RAG,False
Prompt Engineer,BotWorks,2024-07-22,145098,Toronto,Canada,Hybrid,Senior,SQL,RAG,True
NLP Engineer,OpenAI Systems,2025-03-09,144547,Toronto,Canada,Hybrid,Senior,RAG,TensorFlow,True
AI Research Scientist,GlobalTrust,2024-08-09,107101,London,UK,Onsite,Mid,MLOps,SQL,False
Prompt Engineer,SaaSify,2024-11-07,98454,Toronto,Canada,Hybrid,Mid,MLOps,NLP,True
ML Engineer,DeepMind,2024-07-23,209731,San Francisco,USA,Remote,Senior,LLM Fine-tuning,Azure AI,True
ML Engineer,TechNova,2023-02-23,199705,San Francisco,USA,Onsite,Senior,Transformers,Azure AI,False
Prompt Engineer,NeuralFlow,2024-04-26,85529,London,UK,Hybrid,Junior,RAG,TensorFlow,True
ML Engineer,BotWorks,2024-11-08,79184,Bangalore,India,Hybrid,Senior,LLM Fine-tuning,Transformers,True
AI Ethicist,GlobalTrust,2023-01-28,131105,Berlin,Germany,Hybrid,Senior,Python,RAG,True
